,X,Y,FFMC,DMC,DC,ISI,Temp,RH,Wind,Rain,Month_apr,Month_aug,Month_dec,Month_feb,Month_jan,Month_jul,Month_jun,Month_mar,Month_may,Month_nov,Month_oct,Month_sep,Day_fri,Day_mon,Day_sat,Day_sun,Day_thu,Day_tue,Day_wed,Target,Pred_0,Pred_1,Pred_2
0,1.0073371449472877,0.5693090447775718,-0.8051796372873148,-1.3220451374051512,-1.828705619114131,-0.8601125287471629,-1.840857233765753,0.4113259685675432,1.4971643784036086,-0.07319741616621764,-0.13297468733880208,-0.7426195429197501,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,2.9253187504154727,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,-0.7053980506705647,2.2522261145966023,-0.40831334661530866,-0.44002289510544107,-0.47400743785584826,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,-1.0325907755512183,0.016643687460492933,0.10235015571486225
1,1.0073371449472877,-0.24376492248763398,-0.008094194534724396,-1.1783994651230154,0.4884178713839076,-0.5091951014822291,-0.15312995500825421,-0.6917862687493315,-1.7400703382686311,-0.07319741616621764,-0.13297468733880208,-0.7426195429197501,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,-0.3411818844977009,-0.062257397549244704,-0.043979949713354255,5.7794406507876515,-0.7053980506705647,-0.443146341992387,-0.40831334661530866,-0.44002289510544107,-0.47400743785584826,-0.36539455845046487,2.657900343499881,-0.341181884497701,0.0,0.10183463881698668,0.10654569538680957,0.16461699387384135
2,1.0073371449472877,-0.24376492248763398,-0.008094194534724396,-1.0488060868684799,0.5601729133652315,-0.5091951014822291,-0.7386679904955498,-0.6917862687493315,-1.5168127716015802,-0.07319741616621764,-0.13297468733880208,-0.7426195429197501,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,-0.3411818844977009,-0.062257397549244704,-0.043979949713354255,5.7794406507876515,-0.7053980506705647,-0.443146341992387,-0.40831334661530866,2.2682132569125715,-0.47400743785584826,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,1.2040135592606,0.109786646880965,0.45079346586690966
3,1.4395307581736343,1.3823830120427776,0.19117716615342514,-1.211188151187416,-1.896429478961673,-0.004751299788886906,-1.8236355268396558,3.2303905750440007,-0.009824196598985794,0.6025715866540416,-0.13297468733880208,-0.7426195429197501,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,2.9253187504154727,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,-0.7053980506705647,2.2522261145966023,-0.40831334661530866,-0.44002289510544107,-0.47400743785584826,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,-4.90330513154419,0.04898194576859315,0.10355478309705934
4,1.4395307581736343,1.3823830120427776,-0.24359671171162606,-0.9301422706354113,-1.7968592802572514,0.12684273543546318,-1.2897626121306511,3.352958601412542,-1.2377408132677663,-0.07319741616621764,-0.13297468733880208,-0.7426195429197501,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,2.9253187504154727,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,-0.7053980506705647,-0.443146341992387,-0.40831334661530866,-0.44002289510544107,2.1055909344754524,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,0.13170767228079347,0.05611325500144508,0.09070239222605
5,1.4395307581736343,1.3823830120427776,0.29987063561968663,-0.39927782959273583,-0.2416292130440584,1.2453920348424394,0.5701817358878165,-0.9369223214864147,0.7715772867356929,-0.07319741616621764,-0.13297468733880208,1.3439799336536782,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,-0.3411818844977009,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,-0.7053980506705647,-0.443146341992387,-0.40831334661530866,-0.44002289510544107,2.1055909344754524,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,2.1303466451705733,0.0629060602792884,0.2840908792193339
6,1.4395307581736343,1.3823830120427776,0.29987063561968663,-0.34306865348233473,-0.2109922288273132,-0.1144129958091787,0.8973941674836584,-1.0594903478549562,-0.5121537215998505,-0.07319741616621764,-0.13297468733880208,1.3439799336536782,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,-0.3411818844977009,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,-0.7053980506705647,-0.443146341992387,2.444362331764618,-0.44002289510544107,-0.47400743785584826,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,0.10429903245690288,0.3153721997240816,0.30381277763299197
7,1.4395307581736343,1.3823830120427776,0.15494600966467045,0.5391031382503466,0.2429188794365685,0.36809846668010504,-1.8753006476179466,2.5562664300170215,-1.0144832466007152,-0.07319741616621764,-0.13297468733880208,1.3439799336536782,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,-0.3411818844977009,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,-0.7053980506705647,-0.443146341992387,2.444362331764618,-0.44002289510544107,-0.47400743785584826,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,2.8203559628242556,0.1313774664940369,0.31230186220252043
8,1.4395307581736343,1.3823830120427776,0.06436811844278499,0.2908459437627424,0.5831506515277906,-0.4433980838700541,-0.9969935943870035,1.146734126778793,0.7715772867356929,-0.07319741616621764,-0.13297468733880208,-0.7426195429197501,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,-0.3411818844977009,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,1.4148972527985164,-0.443146341992387,-0.40831334661530866,-0.44002289510544107,-0.47400743785584826,-0.36539455845046487,2.657900343499881,-0.341181884497701,0.0,4.079957511422251,0.15566905743389317,0.3593724207491886
9,1.0073371449472877,0.5693090447775718,0.3361017921084413,-0.35712094750993506,0.607337744330484,-0.4214657446659958,0.6735119774443983,-0.26279817645943576,-0.009824196598985794,-0.07319741616621764,-0.13297468733880208,-0.7426195429197501,-0.13297468733880205,-0.20040861317402114,-0.06225739754924472,-0.2566159810884448,-0.18421247508458588,-0.3411818844977009,-0.062257397549244704,-0.043979949713354255,-0.1726924497247306,1.4148972527985164,-0.443146341992387,-0.40831334661530866,2.2682132569125715,-0.47400743785584826,-0.36539455845046487,-0.3755090993024115,-0.341181884497701,0.0,-0.766743134352302,0.12420824863266418,0.4447320211527285
